customer_id,age,gender,region,tenure,monthly_charges,total_charges,contract,internet_service,support_tickets,satisfaction_score,payment_method,churn
C02523,29,Male,East,1,132.94,132.94,One year,Fiber optic,2,3.0,Mailed check,Yes
C02524,40,Male,North,8,52.57,374.55,Month-to-month,DSL,0,10.0,Credit card,No
C02525,21,Male,West,59,101.6,6027.79,Two year,Fiber optic,1,2.0,Credit card,No
C02526,36,Male,North,20,42.54,904.92,Month-to-month,Fiber optic,3,4.0,Electronic check,No
C02527,44,Male,East,11,107.08,1051.34,Two year,Fiber optic,1,3.0,Mailed check,Yes
C02528,72,Male,West,48,26.3,1015.09,Two year,Fiber optic,3,5.0,Electronic check,No
C02529,22,Female,West,61,100.43,6195.28,Month-to-month,DSL,1,3.0,Credit card,No
C02530,50,Male,East,29,43.77,1238.33,Month-to-month,DSL,5,9.0,Electronic check,Yes
C02531,70,Male,South,54,45.74,2411.35,One year,Fiber optic,1,5.0,Electronic check,No
C02532,63,Female,Central,31,89.27,3015.53,One year,Fiber optic,3,9.0,Bank transfer,No
C02533,70,Female,North,8,68.17,501.41,Month-to-month,Fiber optic,1,1.0,Electronic check,Yes
C02534,27,Female,North,58,79.2,4516.06,Month-to-month,DSL,2,5.0,Credit card,No
C02535,63,Male,North,67,60.52,3784.82,Month-to-month,No,1,6.0,Bank transfer,No
C02536,73,Male,Central,71,134.65,9397.73,One year,Fiber optic,1,9.0,Credit card,No
C02537,36,Male,East,8,58.43,598.81,One year,Fiber optic,5,8.0,Bank transfer,No
C02538,46,Female,North,41,87.34,3472.13,Month-to-month,DSL,1,7.0,Electronic check,Yes
C02539,48,Male,North,45,123.25,5640.53,Month-to-month,Fiber optic,2,9.0,Bank transfer,No
C02540,46,Female,North,6,101.38,414.4,One year,No,1,4.0,Electronic check,No
C02541,34,Female,Central,69,62.12,4155.9,Two year,DSL,1,10.0,Credit card,No
C02542,73,Female,East,8,88.53,574.03,Month-to-month,Fiber optic,4,10.0,Bank transfer,No
C02543,72,Male,North,20,34.54,762.31,Month-to-month,Fiber optic,3,10.0,Bank transfer,No
C02544,39,Female,South,70,87.75,6110.71,Month-to-month,DSL,2,6.0,Electronic check,Yes
C02545,63,Male,West,41,74.61,2892.41,One year,DSL,3,1.0,Credit card,No
C02546,40,Female,East,49,112.16,5603.01,Month-to-month,Fiber optic,2,9.0,Mailed check,No
C02547,63,Female,Central,36,122.51,4484.5,Month-to-month,DSL,4,5.0,Mailed check,No
C02548,51,Female,North,55,47.96,2688.86,One year,DSL,1,9.0,Bank transfer,No
C02549,44,Male,North,6,34.38,250.57,Month-to-month,No,4,1.0,Electronic check,Yes
C02550,25,Female,North,49,69.91,3297.5,Month-to-month,Fiber optic,1,1.0,Credit card,No
C02551,55,,South,5,86.43,620.94,Month-to-month,Fiber optic,1,4.0,Mailed check,Yes
C02552,36,Male,West,13,68.33,873.13,Month-to-month,Fiber optic,2,9.0,Electronic check,No
C02553,30,Male,West,37,97.28,3639.56,Month-to-month,Fiber optic,3,1.0,Bank transfer,No
C02554,29,Female,South,33,83.15,2801.39,Month-to-month,Fiber optic,0,2.0,Credit card,No
C02555,73,Female,West,11,132.71,1318.07,Month-to-month,DSL,4,5.0,Bank transfer,Yes
C02556,23,Male,West,58,72.08,4465.1,Month-to-month,DSL,4,9.0,Electronic check,No
C02557,63,Female,North,22,34.49,754.72,Two year,Fiber optic,4,2.0,Electronic check,No
C02558,67,Female,West,63,59.72,3767.37,Two year,No,3,8.0,Electronic check,No
C02559,19,Male,East,2,94.68,127.48,Month-to-month,Fiber optic,0,5.0,Mailed check,No
C02560,51,Female,North,18,54.44,1152.42,One year,No,2,8.0,Bank transfer,No
C02561,50,Female,South,22,55.93,1409.29,Month-to-month,Fiber optic,0,8.0,Credit card,No
C02562,38,Male,West,43,64.05,2777.89,One year,Fiber optic,4,10.0,Mailed check,No
C02563,56,Male,West,29,110.81,2993.62,Two year,Fiber optic,2,1.0,Electronic check,No
C02564,41,Female,South,12,133.12,1572.77,One year,DSL,1,7.0,Mailed check,No
C02565,43,Male,West,42,65.29,2732.43,One year,Fiber optic,2,5.0,Electronic check,No
C02566,42,Female,South,69,47.48,3208.37,Month-to-month,DSL,2,4.0,Electronic check,Yes
C02567,63,Male,East,10,73.37,586.2,Month-to-month,Fiber optic,1,8.0,Credit card,Yes
C02568,54,Male,North,19,65.46,1010.6,Month-to-month,DSL,2,6.0,Mailed check,No
C02569,39,Male,Central,35,138.85,5080.42,Month-to-month,No,0,5.0,Bank transfer,No
C02570,70,Female,Central,53,78.34,4263.26,One year,Fiber optic,1,7.0,Electronic check,No
C02571,63,Female,North,10,103.12,1036.37,Month-to-month,Fiber optic,2,6.0,Mailed check,No
C02572,71,Female,East,17,130.09,2114.06,Month-to-month,Fiber optic,1,4.0,Bank transfer,No
C02573,59,Male,West,17,97.34,1708.8,One year,DSL,4,4.0,Bank transfer,Yes
C02574,40,Female,East,45,53.68,2446.22,One year,Fiber optic,4,3.0,Credit card,No
C02575,62,Female,South,6,94.85,508.93,One year,Fiber optic,2,3.0,Credit card,No
C02576,36,Male,Central,48,71.22,3477.01,Month-to-month,Fiber optic,5,5.0,Electronic check,Yes
C02577,33,Female,South,31,73.57,2357.53,Two year,Fiber optic,2,2.0,Credit card,Yes
C02578,43,Male,South,24,137.62,3405.98,Month-to-month,No,0,9.0,Electronic check,No
C02579,73,Female,South,63,57.04,3460.3,One year,DSL,0,6.0,Credit card,No
C02580,50,Female,Central,59,78.93,4721.56,Month-to-month,No,3,7.0,Credit card,No
C02581,39,Male,East,58,43.38,2692.68,Month-to-month,DSL,0,6.0,Credit card,No
C02582,44,Male,West,64,45.53,2958.38,Two year,No,4,9.0,Bank transfer,No
C02583,34,Female,Central,17,94.4,1904.8,Month-to-month,No,4,9.0,Credit card,No
C02584,55,Male,Central,62,111.37,6877.88,Month-to-month,No,3,5.0,Credit card,No
C02585,37,Male,Central,13,98.19,1018.81,Month-to-month,DSL,3,4.0,Electronic check,Yes
C02586,49,Male,Central,24,62.87,1381.55,Two year,Fiber optic,1,10.0,Electronic check,Yes
C02587,39,Female,Central,40,31.86,1174.0,Two year,No,1,6.0,Electronic check,No
C02588,36,Male,Central,54,79.08,4354.11,Month-to-month,Fiber optic,5,8.0,Electronic check,No
C02589,73,Male,West,42,82.99,3610.35,One year,Fiber optic,2,2.0,Credit card,No
C02590,37,Female,North,41,113.62,4678.84,Month-to-month,Fiber optic,1,4.0,Credit card,Yes
C02591,22,Male,North,28,98.63,2805.53,One year,DSL,1,3.0,Mailed check,No
C02592,39,,West,43,125.19,5670.43,Month-to-month,Fiber optic,1,5.0,Electronic check,Yes
C02593,48,Female,South,35,115.04,3901.74,Month-to-month,DSL,1,6.0,Electronic check,No
C02594,23,Female,Central,35,67.08,2336.87,One year,Fiber optic,2,10.0,Bank transfer,No
C02595,35,Male,Central,43,97.71,4133.67,Two year,Fiber optic,1,2.0,Electronic check,No
C02596,27,Female,West,44,110.94,4705.28,Month-to-month,DSL,1,10.0,Bank transfer,No
C02597,46,Female,West,24,135.04,2940.96,Month-to-month,DSL,2,9.0,Bank transfer,Yes
C02598,59,Male,South,10,73.57,930.18,Two year,No,1,5.0,Credit card,No
C02599,73,Male,East,22,99.55,2075.47,Month-to-month,Fiber optic,1,3.0,Electronic check,No
C02600,40,Male,Central,30,70.16,2067.24,Month-to-month,Fiber optic,3,9.0,Electronic check,No
C02601,67,Male,Central,12,109.85,1382.79,Month-to-month,Fiber optic,6,2.0,Mailed check,Yes
C02602,30,Male,South,13,129.88,1509.94,Month-to-month,Fiber optic,5,10.0,Mailed check,No
C02603,62,Male,Central,69,130.71,8893.83,Month-to-month,Fiber optic,3,10.0,Bank transfer,No
C02604,50,Male,East,21,43.07,901.21,Month-to-month,Fiber optic,1,3.0,Electronic check,Yes
C02605,61,Male,Central,54,48.47,2551.64,Month-to-month,DSL,4,6.0,Credit card,Yes
C02606,61,Male,East,10,111.82,926.82,Month-to-month,Fiber optic,2,6.0,Bank transfer,Yes
C02607,48,Female,West,71,97.57,7018.55,Two year,DSL,4,8.0,Electronic check,No
C02608,32,Male,North,16,129.09,1995.8,Month-to-month,No,2,8.0,Mailed check,No
C02609,47,Male,South,29,61.09,1792.12,One year,Fiber optic,4,,Mailed check,No
C02610,65,Male,West,57,122.52,6992.18,Month-to-month,DSL,4,1.0,Electronic check,No
C02611,73,Male,Central,15,103.63,1699.89,Month-to-month,Fiber optic,2,9.0,Electronic check,No
C02612,70,Male,North,40,47.48,1952.16,Month-to-month,DSL,2,9.0,Credit card,Yes
C02613,28,Male,North,57,39.55,2124.96,Month-to-month,Fiber optic,2,8.0,Credit card,No
C02614,52,Female,West,2,105.81,385.95,One year,No,0,3.0,Credit card,No
C02615,23,Female,East,2,43.22,43.22,Month-to-month,Fiber optic,2,8.0,Bank transfer,No
C02616,56,Female,Central,57,116.35,6509.87,One year,Fiber optic,3,5.0,Credit card,No
C02617,74,Female,North,19,89.07,1548.03,Two year,Fiber optic,1,3.0,Electronic check,Yes
C02618,20,Female,South,66,79.84,4969.44,Month-to-month,Fiber optic,2,4.0,Electronic check,No
C02619,55,Male,North,67,56.69,3706.96,Two year,DSL,0,5.0,Credit card,No
C02620,71,Female,West,64,138.14,8900.46,Month-to-month,Fiber optic,0,8.0,Credit card,No
C02621,66,Female,Central,72,108.05,7575.32,Month-to-month,Fiber optic,0,3.0,Mailed check,Yes
C02622,40,Female,North,60,114.48,7125.09,Month-to-month,DSL,1,3.0,Electronic check,No
C02623,23,Female,South,28,113.4,2875.2,One year,DSL,1,4.0,Bank transfer,No
C02624,70,Male,Central,72,92.16,6518.04,One year,DSL,4,5.0,Electronic check,No
C02625,70,Female,North,25,133.07,3103.62,Two year,DSL,0,10.0,Bank transfer,No
C02626,51,Female,Central,43,92.14,4099.73,One year,DSL,2,3.0,Electronic check,No
C02627,73,Male,Central,1,84.81,182.68,Month-to-month,Fiber optic,2,10.0,Credit card,Yes
C02628,18,Male,North,70,56.48,3913.69,Two year,Fiber optic,0,1.0,Credit card,No
C02629,53,Female,North,43,57.4,2254.93,Two year,Fiber optic,0,6.0,Bank transfer,No
C02630,20,Male,West,69,109.74,7392.29,One year,DSL,1,9.0,Electronic check,No
C02631,71,Male,North,26,63.5,1688.5,One year,Fiber optic,2,4.0,Electronic check,Yes
C02632,56,Male,East,23,108.8,2400.98,Two year,No,1,3.0,Credit card,Yes
C02633,70,Female,North,38,134.56,5028.97,Month-to-month,DSL,1,7.0,Bank transfer,No
C02634,50,Male,East,63,75.52,4746.7,Two year,DSL,1,3.0,Electronic check,No
C02635,22,Male,South,40,36.19,1385.71,Two year,Fiber optic,2,1.0,Electronic check,No
C02636,19,Male,West,58,101.65,5633.25,One year,DSL,1,1.0,Bank transfer,No
C02637,37,Male,Central,16,26.1,217.97,Month-to-month,Fiber optic,5,5.0,Credit card,No
C02638,60,Female,East,56,115.51,6272.56,Month-to-month,Fiber optic,0,6.0,Electronic check,No
C02639,26,Female,West,53,85.45,4419.72,Two year,Fiber optic,3,1.0,Electronic check,No
C02640,66,Female,West,65,81.32,5299.31,Two year,No,4,3.0,Credit card,No
C02641,31,Female,Central,5,90.49,459.79,One year,No,3,8.0,Mailed check,Yes
C02642,46,Female,South,28,84.39,2540.91,Two year,Fiber optic,2,6.0,Bank transfer,No
C02643,29,Male,South,7,62.23,224.56,Month-to-month,Fiber optic,2,7.0,Bank transfer,Yes
C02644,44,Female,South,29,57.37,1709.69,Two year,No,1,8.0,Credit card,No
C02645,43,Male,West,55,72.76,3883.81,Month-to-month,Fiber optic,1,10.0,Credit card,No
C02646,18,Female,Central,47,127.91,6308.1,Month-to-month,No,1,1.0,Mailed check,Yes
C02647,50,Female,,55,40.57,2215.46,Month-to-month,Fiber optic,3,5.0,Electronic check,Yes
C02648,62,Male,North,54,62.35,3282.66,Month-to-month,DSL,2,3.0,Bank transfer,No
C02649,71,Female,West,72,47.11,3433.07,Month-to-month,DSL,1,7.0,Electronic check,No
C02650,36,Female,East,64,74.12,4773.24,One year,DSL,2,4.0,Credit card,No
C02651,68,Male,South,43,40.35,1678.06,Month-to-month,No,1,2.0,Mailed check,No
C02652,68,Female,North,64,112.49,7288.45,One year,DSL,3,9.0,Bank transfer,No
C02653,74,Male,Central,4,36.9,374.16,Month-to-month,Fiber optic,0,6.0,Mailed check,No
C02654,39,Male,Central,52,101.51,5416.25,Two year,Fiber optic,1,2.0,Bank transfer,No
C02655,66,Male,West,38,55.79,2097.69,Month-to-month,No,1,3.0,Credit card,No
C02656,50,Male,East,69,79.3,5738.2,One year,Fiber optic,0,8.0,Credit card,No
C02657,21,Female,South,37,48.0,1848.32,One year,DSL,1,5.0,Credit card,No
C02658,33,Female,East,13,108.98,1252.08,Month-to-month,Fiber optic,6,10.0,Electronic check,Yes
C02659,56,Female,North,53,134.05,7112.89,Month-to-month,Fiber optic,1,1.0,Credit card,Yes
C02660,27,Female,South,69,50.5,3451.99,Month-to-month,No,2,1.0,Electronic check,No
C02661,42,Female,East,2,134.61,188.01,Month-to-month,Fiber optic,1,7.0,Mailed check,Yes
C02662,62,Male,East,5,62.41,359.21,Month-to-month,Fiber optic,4,4.0,Bank transfer,Yes
C02663,26,Male,North,48,89.15,3997.35,Month-to-month,No,2,9.0,Electronic check,No
C02664,46,Female,Central,41,105.68,4573.35,One year,Fiber optic,1,8.0,Bank transfer,No
C02665,30,Female,South,40,47.92,2008.59,Month-to-month,DSL,2,1.0,Bank transfer,No
C02666,48,Male,East,7,76.15,256.84,Month-to-month,No,2,10.0,Mailed check,No
C02667,31,Female,East,42,32.8,1467.61,Month-to-month,Fiber optic,1,10.0,Electronic check,No
C02668,73,Male,East,41,105.16,4378.05,Month-to-month,No,1,3.0,Bank transfer,Yes
C02669,22,Male,Central,62,72.91,4740.21,Month-to-month,Fiber optic,2,7.0,Electronic check,No
C02670,72,Male,West,29,127.54,3957.27,One year,Fiber optic,4,7.0,Bank transfer,Yes
C02671,63,Male,Central,26,56.51,1753.14,One year,Fiber optic,1,1.0,Mailed check,No
C02672,66,Male,South,6,131.21,745.59,Month-to-month,Fiber optic,1,8.0,Electronic check,Yes
C02673,66,Female,South,41,41.22,1771.14,Month-to-month,DSL,2,10.0,Electronic check,No
C02674,28,Female,East,47,94.8,4383.54,Month-to-month,Fiber optic,1,5.0,Electronic check,No
C02675,71,Female,East,21,60.4,1415.16,One year,DSL,3,10.0,Credit card,No
C02676,51,Male,South,53,45.9,2132.7,Month-to-month,DSL,0,7.0,Electronic check,Yes
C02677,72,Female,East,68,35.8,2243.09,Two year,Fiber optic,3,8.0,Bank transfer,No
C02678,68,Female,North,13,100.4,1240.12,One year,Fiber optic,2,6.0,Credit card,Yes
C02679,51,Male,East,42,51.81,2166.99,One year,Fiber optic,2,7.0,Credit card,No
C02680,39,Male,West,50,90.87,4568.02,Month-to-month,Fiber optic,3,10.0,Bank transfer,No
C02681,24,Male,East,2,137.63,466.41,Two year,Fiber optic,3,6.0,Bank transfer,Yes
C02682,23,Female,Central,13,61.34,699.91,Month-to-month,Fiber optic,1,6.0,Electronic check,Yes
C02683,40,Female,Central,29,29.02,647.76,Month-to-month,Fiber optic,1,2.0,Bank transfer,No
C02684,64,Female,Central,10,41.42,356.07,Two year,DSL,2,6.0,Bank transfer,No
C02685,46,Female,North,26,38.72,915.81,One year,Fiber optic,0,9.0,Electronic check,No
C02686,45,Female,Central,11,78.28,944.06,Month-to-month,No,1,7.0,Electronic check,No
C02687,31,Male,South,65,110.63,7419.7,Month-to-month,Fiber optic,1,8.0,Bank transfer,No
C02688,50,Female,East,44,59.09,2815.21,Month-to-month,No,0,2.0,Electronic check,No
C02689,54,Male,East,24,41.77,1165.9,One year,DSL,2,9.0,Electronic check,No
C02690,73,Female,South,57,98.69,5539.9,Month-to-month,Fiber optic,1,6.0,Credit card,No
C02691,59,Female,Central,2,59.64,95.02,Month-to-month,Fiber optic,1,5.0,Mailed check,No
C02692,52,Female,West,43,91.14,3982.71,Month-to-month,Fiber optic,4,1.0,Bank transfer,No
C02693,69,Male,Central,50,132.39,6503.91,Two year,Fiber optic,2,9.0,Bank transfer,Yes
C02694,42,Female,Central,59,58.5,3349.88,One year,DSL,3,7.0,Electronic check,No
C02695,71,Female,East,17,83.94,1483.15,Month-to-month,Fiber optic,1,4.0,Bank transfer,No
C02696,39,Female,West,43,117.78,4859.88,Two year,Fiber optic,1,6.0,Credit card,No
C02697,25,Female,East,56,104.55,6018.69,Month-to-month,Fiber optic,2,10.0,Mailed check,No
C02698,41,Male,East,58,111.42,6402.13,One year,DSL,0,9.0,Credit card,No
C02699,25,Male,West,13,113.85,1561.13,One year,DSL,2,3.0,Credit card,No
C02700,24,Male,West,71,87.09,6214.41,Month-to-month,No,1,8.0,Mailed check,No
C02701,68,Female,Central,20,86.65,1921.13,One year,DSL,1,1.0,Mailed check,No
C02702,63,Male,,29,107.67,2822.43,Two year,Fiber optic,5,5.0,Electronic check,No
C02703,30,Female,West,14,105.23,1662.29,Month-to-month,DSL,2,6.0,Electronic check,Yes
C02704,65,Male,Central,11,102.06,1308.38,Month-to-month,Fiber optic,1,7.0,Credit card,No
C02705,21,Female,North,19,68.95,1352.23,Two year,Fiber optic,1,1.0,Electronic check,No
C02706,34,Male,West,10,120.28,1281.0,Month-to-month,No,0,4.0,Electronic check,No
C02707,58,Female,South,53,52.16,2853.94,Month-to-month,Fiber optic,2,3.0,Electronic check,No
C02708,35,Male,East,44,42.91,1752.88,Month-to-month,DSL,3,4.0,Credit card,No
C02709,59,Male,West,29,64.69,1884.13,Two year,DSL,2,7.0,Credit card,Yes
C02710,67,Female,South,40,54.19,2301.1,One year,DSL,4,1.0,Electronic check,Yes
C02711,21,Male,Central,44,101.27,4187.74,Two year,Fiber optic,5,8.0,Credit card,No
C02712,19,Male,East,14,51.57,792.63,Month-to-month,No,0,2.0,Credit card,No
C02713,71,Male,South,22,100.5,2224.06,Two year,DSL,3,6.0,Mailed check,No
C02714,47,Female,South,64,84.02,5471.38,Month-to-month,Fiber optic,2,9.0,Electronic check,No
C02715,46,Male,East,1,42.53,42.53,One year,Fiber optic,3,9.0,Bank transfer,No
C02716,44,Male,Central,69,54.72,3664.13,One year,Fiber optic,2,10.0,Mailed check,No
C02717,42,Female,North,70,85.0,5740.58,Month-to-month,Fiber optic,4,5.0,Credit card,No
C02718,57,,East,19,109.31,1865.86,One year,Fiber optic,3,5.0,Bank transfer,No
C02719,51,Male,Central,24,70.8,1823.84,Month-to-month,DSL,1,10.0,Electronic check,No
C02720,27,Male,East,15,51.78,688.37,Month-to-month,Fiber optic,2,2.0,Credit card,No
C02721,53,Male,East,41,58.93,2316.77,One year,Fiber optic,3,10.0,Electronic check,No
C02722,56,Male,South,16,35.94,738.63,Month-to-month,Fiber optic,1,1.0,Credit card,Yes
C02723,24,Female,North,57,27.89,1538.21,One year,DSL,0,1.0,Mailed check,No
C02724,39,Male,West,28,136.91,3978.04,Month-to-month,Fiber optic,1,1.0,Electronic check,Yes
C02725,63,Female,Central,70,36.09,2368.89,Month-to-month,No,2,3.0,Credit card,No
C02726,53,Female,East,62,39.36,2388.38,One year,Fiber optic,3,9.0,Bank transfer,No
C02727,25,Male,East,29,125.16,3493.79,Month-to-month,DSL,4,3.0,Credit card,Yes
C02728,20,Male,North,43,101.3,4438.08,Two year,No,1,5.0,Credit card,Yes
C02729,51,Male,Central,2,75.15,119.26,Two year,DSL,2,9.0,Credit card,No
C02730,44,Female,Central,5,99.64,607.87,Month-to-month,Fiber optic,2,9.0,Credit card,Yes
C02731,72,Female,Central,37,132.52,4926.17,Month-to-month,DSL,2,,Electronic check,No
C02732,47,Male,South,35,36.43,983.15,Month-to-month,No,3,4.0,Credit card,No
C02733,71,Male,West,29,53.03,1498.26,One year,DSL,2,5.0,Credit card,No
C02734,30,Female,East,7,123.93,637.2,Month-to-month,Fiber optic,2,6.0,Electronic check,Yes
C02735,43,Male,South,61,114.77,7052.95,Two year,No,2,4.0,Credit card,No
C02736,25,Male,South,30,139.34,4263.48,Two year,Fiber optic,3,7.0,Credit card,No
C02737,50,Male,South,34,61.1,2176.24,Month-to-month,DSL,6,9.0,Credit card,No
C02738,28,Female,East,30,133.66,3991.37,One year,DSL,1,1.0,Credit card,No
C02739,46,Female,North,36,64.52,2077.9,Month-to-month,DSL,5,9.0,Credit card,No
C02740,37,Male,West,47,107.24,5071.72,Month-to-month,DSL,2,7.0,Bank transfer,No
C02741,28,Male,East,56,126.52,7146.19,Month-to-month,Fiber optic,0,1.0,Credit card,No
C02742,23,Male,Central,40,44.64,1758.22,One year,Fiber optic,4,8.0,Credit card,No
C02743,47,Female,South,12,48.65,596.62,Month-to-month,No,4,5.0,Credit card,No
C02744,71,Male,North,63,91.81,5500.84,Two year,Fiber optic,5,1.0,Credit card,Yes
C02745,29,Male,South,21,122.04,2572.77,Month-to-month,No,0,1.0,Bank transfer,Yes
C02746,41,Male,Central,2,34.08,51.9,One year,Fiber optic,3,1.0,Bank transfer,No
C02747,30,Female,South,3,122.85,186.64,Two year,Fiber optic,2,5.0,Electronic check,Yes
C02748,64,Male,West,56,64.46,3689.0,One year,Fiber optic,2,6.0,Credit card,No
C02749,41,Female,Central,28,71.72,1934.02,Month-to-month,Fiber optic,6,3.0,Electronic check,No
C02750,73,Female,South,2,64.08,162.53,Month-to-month,DSL,1,10.0,Bank transfer,No
C02751,31,Female,West,59,129.82,7732.59,Month-to-month,No,0,1.0,Mailed check,No
C02752,22,Male,South,22,40.04,930.2,Month-to-month,Fiber optic,0,10.0,Credit card,No
C02753,51,Male,South,71,91.04,6262.72,Two year,Fiber optic,1,2.0,Credit card,No
C02754,55,Male,South,64,42.03,2632.3,Month-to-month,Fiber optic,3,2.0,Electronic check,No
C02755,74,Male,West,4,131.79,827.16,Month-to-month,DSL,3,5.0,Electronic check,No
C02756,67,Female,Central,50,116.76,6047.33,One year,Fiber optic,2,8.0,Credit card,No
C02757,68,Male,South,44,51.89,2408.34,Month-to-month,Fiber optic,1,7.0,Mailed check,No
C02758,54,Male,South,13,59.24,811.27,Two year,No,1,8.0,Credit card,No
C02759,38,Female,Central,25,68.87,1573.54,Month-to-month,Fiber optic,2,5.0,Mailed check,No
C02760,42,Male,East,36,71.62,2553.98,Month-to-month,Fiber optic,2,9.0,Credit card,No
C02761,25,Male,East,11,118.99,1245.52,One year,Fiber optic,4,8.0,Electronic check,No
C02762,42,Female,West,52,89.92,4663.14,Month-to-month,No,2,1.0,Credit card,Yes
C02763,38,Female,North,20,74.21,1267.23,Two year,No,3,6.0,Electronic check,No
C02764,20,Female,Central,68,107.74,7469.49,Month-to-month,Fiber optic,0,10.0,Electronic check,No
C02765,29,Male,South,58,77.65,4203.7,Month-to-month,Fiber optic,0,8.0,Electronic check,No
C02766,48,Female,West,46,39.75,1957.07,Month-to-month,Fiber optic,2,9.0,Credit card,No
C02767,39,Female,East,9,37.36,467.67,Month-to-month,No,0,8.0,Electronic check,No
C02768,74,Male,West,2,62.49,424.98,One year,No,2,7.0,Mailed check,No
C02769,45,Male,West,11,94.33,1000.16,Month-to-month,Fiber optic,3,4.0,Bank transfer,Yes
C02770,72,Female,North,36,40.51,1380.36,One year,Fiber optic,3,1.0,Bank transfer,No
C02771,55,Male,North,57,88.27,5049.44,Two year,DSL,3,4.0,Credit card,No
C02772,20,Male,Central,12,56.01,756.09,Month-to-month,DSL,2,3.0,Electronic check,No
C02773,29,Female,East,51,104.97,5339.94,One year,DSL,3,8.0,Bank transfer,No
C02774,58,Female,South,4,28.25,28.25,Month-to-month,DSL,2,4.0,Electronic check,Yes
C02775,49,Male,North,20,78.94,1662.58,One year,Fiber optic,0,4.0,Credit card,No
C02776,35,Female,North,44,31.01,1364.34,Month-to-month,Fiber optic,2,9.0,Electronic check,No
C02777,47,Female,Central,60,63.01,3629.37,One year,Fiber optic,3,2.0,Credit card,No
C02778,69,Female,Central,56,26.79,1256.51,Month-to-month,Fiber optic,5,8.0,Credit card,No
C02779,40,Male,South,39,78.95,3379.05,Month-to-month,DSL,2,4.0,Credit card,Yes
C02780,20,Male,South,3,113.21,464.44,Month-to-month,Fiber optic,1,10.0,Bank transfer,No
C02781,35,Female,East,22,36.53,887.57,Month-to-month,DSL,2,10.0,Electronic check,No
C02782,71,Male,North,57,109.55,6227.1,Two year,DSL,1,5.0,Electronic check,No
C02783,61,Female,East,6,92.18,656.58,Month-to-month,No,1,8.0,Credit card,No
C02784,65,Female,West,51,83.03,4076.69,Two year,DSL,0,10.0,Bank transfer,No
C02785,69,Male,Central,51,93.94,4820.85,Month-to-month,Fiber optic,1,7.0,Electronic check,No
C02786,24,Female,South,55,63.63,3536.1,Month-to-month,Fiber optic,3,9.0,Mailed check,No
C02787,34,Female,North,16,106.69,1552.91,Month-to-month,Fiber optic,1,7.0,Electronic check,No
C02788,21,Female,North,18,114.66,2048.21,Month-to-month,Fiber optic,5,1.0,Electronic check,Yes
C02789,18,Female,South,15,114.5,1655.59,Two year,Fiber optic,3,7.0,Credit card,No
C02790,65,Female,West,29,55.99,1509.12,Month-to-month,Fiber optic,1,3.0,Electronic check,No
C02791,71,Female,North,38,100.2,3726.77,Two year,Fiber optic,1,6.0,Credit card,No
C02792,26,Female,West,9,42.03,122.24,Month-to-month,No,3,8.0,Electronic check,No
C02793,59,Female,East,41,81.97,3520.19,Month-to-month,DSL,2,2.0,Credit card,No
C02794,48,Male,West,18,25.3,689.75,Month-to-month,Fiber optic,1,7.0,Electronic check,No
C02795,21,Male,East,41,47.26,1798.71,One year,DSL,1,6.0,Electronic check,No
C02796,70,Male,North,22,97.65,2314.8,Month-to-month,DSL,1,3.0,Credit card,Yes
C02797,67,Female,North,69,125.55,8658.15,Two year,No,2,8.0,Bank transfer,No
C02798,50,Male,East,23,30.64,703.19,Month-to-month,Fiber optic,1,8.0,Bank transfer,No
C02799,58,Female,East,63,89.23,5427.2,Month-to-month,DSL,3,1.0,Credit card,No
C02800,40,Male,Central,13,98.23,1193.33,One year,Fiber optic,1,4.0,Mailed check,No
C02801,63,Male,Central,7,132.22,1005.46,One year,DSL,3,1.0,Electronic check,No
C02802,43,Male,North,14,100.34,1258.46,Two year,Fiber optic,4,7.0,Mailed check,No
C02803,74,Female,South,31,36.85,1031.1,Month-to-month,Fiber optic,1,9.0,Mailed check,No
C02804,21,Female,South,65,41.88,2645.98,One year,No,3,10.0,Credit card,No
C02805,27,Female,North,13,98.11,975.43,Month-to-month,DSL,2,4.0,Electronic check,No
C02806,73,Female,North,57,49.8,2887.84,Two year,Fiber optic,1,3.0,Mailed check,No
C02807,34,Male,North,51,131.76,6815.31,Month-to-month,No,1,4.0,Credit card,No
C02808,35,Female,East,25,130.88,3326.69,Two year,No,1,1.0,Electronic check,Yes
C02809,63,Male,North,25,134.1,3493.93,Month-to-month,DSL,3,4.0,Mailed check,No
C02810,28,Male,North,69,58.69,3983.01,One year,Fiber optic,1,7.0,Credit card,No
C02811,47,Female,North,52,107.45,5859.08,Two year,No,2,1.0,Credit card,No
C02812,34,Female,West,18,101.25,1695.78,Two year,Fiber optic,3,8.0,Credit card,No
C02813,29,Male,West,66,29.09,1886.27,Month-to-month,Fiber optic,2,9.0,Mailed check,No
C02814,72,Female,Central,30,55.54,1617.72,Month-to-month,Fiber optic,4,4.0,Credit card,Yes
C02815,29,Male,North,6,48.78,320.62,Two year,No,2,8.0,Mailed check,No
C02816,23,Female,South,59,67.64,3954.82,One year,Fiber optic,2,5.0,Electronic check,No
C02817,56,Female,East,63,134.6,8464.36,One year,DSL,4,10.0,Credit card,No
C02818,67,Female,West,32,122.24,3809.91,Month-to-month,Fiber optic,2,6.0,Credit card,No
